fips,state,state_abbrev,fy,TotalStateSupport,TotalFinancialAid,GeneralPublicOperations,NetTuitionandFeeRevenue,NetFTEEnrollment
39,Ohio,OH,2001,2172147806,98606726,1812559177,1295401171,337379
39,Ohio,OH,2002,2075801500,112263719,1712618205,1444867695,353571
39,Ohio,OH,2003,2064474127,177027376,1678239368,1560751676,352538
39,Ohio,OH,2004,2071649135,176891714,1701896963,1719801313,360835
39,Ohio,OH,2005,2102153594,194357565,1706002335,1894058371,381073
39,Ohio,OH,2006,2142242026,189396015,1755035952,2040646250,363598
39,Ohio,OH,2007,2208183856,240334653,1769615138,2229312108,366629
39,Ohio,OH,2008,2288294736,256102035,1830365953,2269813777,375932
39,Ohio,OH,2009,2474062613,282836739,1977612398,2338946820,391546
39,Ohio,OH,2010,2277951986,108637911,1696109417,2606164053,447494
39,Ohio,OH,2011,2282711269,110020516,1707495831,2744416423,460747
39,Ohio,OH,2012,2013731126,108594126,1748868719,2979346316,423509
39,Ohio,OH,2013,2050123177,121864953,1650579506,3019540212,400796
39,Ohio,OH,2014,2104931061,117483937,1715375305,3033417583,401856
39,Ohio,OH,2015,2133970812,127927608,1944683507,3075911250,393845
39,Ohio,OH,2016,2226256398,132017729,2041986152,3090883426,388777
39,Ohio,OH,2017,2303647976,129261584,2107002182,3110142112,390840
39,Ohio,OH,2018,2300904761,141348575,2118502382,3418060750,387109
39,Ohio,OH,2019,2297931327,144321950,2107467056,3175041731,386451
39,Ohio,OH,2020,2288749931,159094803,2082069419,3314484296,385027
39,Ohio,OH,2021,2685042555,154767285,2176189724,3207302389,374222
39,Ohio,OH,2022,2448061074,167263295,2202148697,3148053361,368517
39,Ohio,OH,2023,2466603626,177517984,2225727445,3192049855,349053
39,Ohio,OH,2024,2598506036,244055004,2293765202,3289593182,341812
40,Oklahoma,OK,2001,837480903,26523992,687721808,192938712,121111
40,Oklahoma,OK,2002,824243012,33122441,665052646,140083644,128530
40,Oklahoma,OK,2003,838136140,37051498,683555180,228784278,128005
40,Oklahoma,OK,2004,765570476,42043290,611986410,289584404,133393
40,Oklahoma,OK,2005,787076396,48621662,621269910,340807791,136424
40,Oklahoma,OK,2006,890540061,64688477,702952112,379321805,134940
40,Oklahoma,OK,2007,1033365199,80405171,811476017,399399976,132093
40,Oklahoma,OK,2008,1098881179,94559740,854827829,432894102,131191
40,Oklahoma,OK,2009,1078158766,102352909,828996085,487360168,127058
40,Oklahoma,OK,2010,1189774282,102338107,865974258,491708038,142024
40,Oklahoma,OK,2011,1143222958,104749561,836095067,544525158,150171
40,Oklahoma,OK,2012,1042592350,109228710,801071138,591943835,146518
40,Oklahoma,OK,2013,1044735666,109338232,802147841,644369783,144138
40,Oklahoma,OK,2014,1053566920,105107894,818171577,689429761,145401
40,Oklahoma,OK,2015,1054794860,109801373,817485053,719148935,136311
40,Oklahoma,OK,2016,986345547,108717993,768888010,752620259,134960
40,Oklahoma,OK,2017,931004515,109990152,724222212,811893616,133682
40,Oklahoma,OK,2018,898526487,113843788,692309776,853920705,131083
40,Oklahoma,OK,2019,908516745,113426783,709086226,906560487,128845
40,Oklahoma,OK,2020,939917258,112387629,731127321,951467871,126370
40,Oklahoma,OK,2021,895041308,102241680,708581222,938439388,123954
40,Oklahoma,OK,2022,934310766,107255254,744493228,994251251,120966
40,Oklahoma,OK,2023,993743064,115915120,796334324,1032026296,119478
40,Oklahoma,OK,2024,1142891843,127395208,915453592,998725962,123283
41,Oregon,OR,2001,656966255,17724451,606005777,347455555,111006
41,Oregon,OR,2002,638882440,19868091,601960136,399381715,120210
41,Oregon,OR,2003,635486463,17290276,607173046,470066274,125808
41,Oregon,OR,2004,588544493,21785033,561480155,531074624,126970
41,Oregon,OR,2005,585749933,24194416,564474129,577947065,127059
41,Oregon,OR,2006,621273625,38641755,592876770,584502257,126443
41,Oregon,OR,2007,640983571,45108683,610821059,614282359,125113
41,Oregon,OR,2008,725761919,48637397,686708839,646144772,129626
41,Oregon,OR,2009,743058124,83113377,624966146,661029569,141532
41,Oregon,OR,2010,690552147,82512241,625441743,753048670,160037
41,Oregon,OR,2011,650162979,18834547,704435969,966002243,168374
41,Oregon,OR,2012,566031614,43358670,625880305,1050594717,165094
41,Oregon,OR,2013,580701607,51647449,626051229,1110791005,160939
41,Oregon,OR,2014,631121950,61014320,678036833,1289871951,155418
41,Oregon,OR,2015,670705184,57315298,629989644,1273396339,155725
41,Oregon,OR,2016,775852342,64344797,721985199,1242371710,151544
41,Oregon,OR,2017,816745525,83460941,750104687,1258257418,150305
41,Oregon,OR,2018,844446531,82663222,784527014,1304684751,148139
41,Oregon,OR,2019,894489883,92918281,825496295,1278445882,144290
41,Oregon,OR,2020,973782472,96762149,900446276,1320761227,137801
41,Oregon,OR,2021,1025636301,92332696,961414835,1291692624,128349
41,Oregon,OR,2022,1119544581,106259756,1035133690,1326464964,122910
41,Oregon,OR,2023,1154822540,131864791,1052819484,1358401727,123725
41,Oregon,OR,2024,1254606067,192901302,1069767410,1401994404,128457
42,Pennsylvania,PA,2001,2005365000,317923874,1626654126,1691601859,288334
42,Pennsylvania,PA,2002,2011695000,335388884,1630184116,1802201100,293742
42,Pennsylvania,PA,2003,1998020000,343092110,1610305890,1713432664,315591
42,Pennsylvania,PA,2004,1946617000,351081146,1557270854,1973574449,322665
42,Pennsylvania,PA,2005,2015637000,358412465,1623995535,2163629404,326675
42,Pennsylvania,PA,2006,2047114000,376969245,1652068755,2330137880,327235
42,Pennsylvania,PA,2007,2153998000,412772944,1723478370,2458051547,337425
42,Pennsylvania,PA,2008,2193274000,412978402,1764892033,2653597434,343043
42,Pennsylvania,PA,2009,2228734000,388642400,1767594495,2969789103,353494
42,Pennsylvania,PA,2010,1968098000,410694895,1508658457,3288017259,371286
42,Pennsylvania,PA,2011,1944404000,366421294,1495929097,3546637211,374997
42,Pennsylvania,PA,2012,1639540000,454677342,1203461774,2853558118,369046
42,Pennsylvania,PA,2013,1632655000,444137697,1209601075,3301347212,364468
42,Pennsylvania,PA,2014,1644692000,444435261,1219433052,3397150711,358693
42,Pennsylvania,PA,2015,1658992000,404510725,1276233555,3528184411,354891
42,Pennsylvania,PA,2016,1647532000,415537107,1240500119,3567415898,350435
42,Pennsylvania,PA,2017,1693108000,383830801,1318227205,3687407567,350919
42,Pennsylvania,PA,2018,1713363000,359654222,1359934702,3757198756,346930
42,Pennsylvania,PA,2019,1760283703,322661000,1444406034,3649712102,331664
42,Pennsylvania,PA,2020,2008085234,369382000,1486361453,3676543178,329025
42,Pennsylvania,PA,2021,2023765606,369382000,1494144536,3542379396,313004
42,Pennsylvania,PA,2022,1940058924,369382000,1498584232,3408834567,298847
42,Pennsylvania,PA,2023,2241591832,414459001,1660954951,3286334230,289324
42,Pennsylvania,PA,2024,2101117246,430356000,1738585157,3270869163,289408
44,Rhode Island,RI,2001,169006383,6163505,162842878,130586601,25622
44,Rhode Island,RI,2002,180551055,6077457,174473598,139911817,26677
44,Rhode Island,RI,2003,175992129,6554044,169438085,153663438,26887
44,Rhode Island,RI,2004,183664198,12622756,171041442,171945645,29134
44,Rhode Island,RI,2005,188033394,14591710,173441684,190438106,28677
44,Rhode Island,RI,2006,192854763,13922286,178932477,206253785,28475
44,Rhode Island,RI,2007,196360781,14017237,182343544,230424270,29642
44,Rhode Island,RI,2008,191329662,16357980,174971682,202030502,30839
44,Rhode Island,RI,2009,191329662,16357980,174971682,202030502,31527
44,Rhode Island,RI,2010,160619897,15946801,143814089,244119310,33023
44,Rhode Island,RI,2011,164609803,13629621,143803910,252953891,33062
44,Rhode Island,RI,2012,181651066,13426488,147340823,258789949,33550
44,Rhode Island,RI,2013,164566569,16364714,147346196,272944370,33042
44,Rhode Island,RI,2014,167567862,12949135,153595181,270245659,32781
44,Rhode Island,RI,2015,172470788,7839569,164631219,277234057,32687
44,Rhode Island,RI,2016,179842845,8398505,171444340,285155909,32063
44,Rhode Island,RI,2017,188739813,9686466,179053347,281878220,31569
44,Rhode Island,RI,2018,199553587,10700458,188853129,311670799,32270
44,Rhode Island,RI,2019,197034373,15609907,181424466,294346630,31978
44,Rhode Island,RI,2020,193316731,16425194,176891537,314406550,32220
44,Rhode Island,RI,2021,229080398,16719956,184108164,342385143,30487
44,Rhode Island,RI,2022,225197387,15701887,206068799,343151612,28741
44,Rhode Island,RI,2023,230904102,16164613,212952471,332204425,28491
44,Rhode Island,RI,2024,267074758,19217499,244873113,354431768,29193
45,South Carolina,SC,2001,863809806,74351364,616582118,386376970,132404
45,South Carolina,SC,2002,817379042,95746360,544112559,447619415,136300
45,South Carolina,SC,2003,1051554033,199111115,663227534,495097611,137267
45,South Carolina,SC,2004,925611695,222169150,552210967,603218854,143071
45,South Carolina,SC,2005,976616957,243903334,577472629,689770444,142567
45,South Carolina,SC,2006,1050223497,256948820,631434510,758593690,144401
45,South Carolina,SC,2007,1127265244,277092531,677375447,782124686,145859
45,South Carolina,SC,2008,1211068342,294145460,727614103,813867632,149541
45,South Carolina,SC,2009,981323606,312438967,565958815,836570896,157467
45,South Carolina,SC,2010,1027812395,321652756,491842836,986897823,171727
45,South Carolina,SC,2011,928848337,326467583,410407194,1122513957,172375
45,South Carolina,SC,2012,859516750,334308024,468426797,1232205845,173448
45,South Carolina,SC,2013,910405772,355588882,492774027,1283364069,178240
45,South Carolina,SC,2014,909110205,358579485,490597716,1318386826,174816
45,South Carolina,SC,2015,970219549,329107173,578184133,1442871931,174643
45,South Carolina,SC,2016,1026089319,347512675,613890300,1499805702,171202
45,South Carolina,SC,2017,1094964380,362623595,663067868,1563862646,167414
45,South Carolina,SC,2018,1097979545,375965040,651458902,1771564133,164402
45,South Carolina,SC,2019,1137336753,436256479,616540658,1693485781,166740
45,South Carolina,SC,2020,1257229306,462765039,698667484,1709798721,168719
45,South Carolina,SC,2021,1404547263,454902907,696322714,1700097793,164276
45,South Carolina,SC,2022,1361480043,466635870,762590209,1734803679,166231
45,South Carolina,SC,2023,1499871871,481298691,879265506,1789095917,170214
45,South Carolina,SC,2024,1856906195,583646362,1119080042,1838868818,175188
46,South Dakota,SD,2001,136041582,89100,110977485,82904661,22064
46,South Dakota,SD,2002,143331961,89100,117042145,89497977,22573
46,South Dakota,SD,2003,149665555,89100,119452420,114473635,28232
46,South Dakota,SD,2004,153592900,89100,123227496,128234797,28154
46,South Dakota,SD,2005,162783467,807500,128758922,137554980,28523
46,South Dakota,SD,2006,165577963,1424000,128979949,141554716,29254
46,South Dakota,SD,2007,178777732,2156600,140413976,153590612,29231
46,South Dakota,SD,2008,198949272,3362934,157436481,152436029,29595
46,South Dakota,SD,2009,199563285,3636933,145602539,163761059,31026
46,South Dakota,SD,2010,198653313,3862267,146131191,179231279,32324
46,South Dakota,SD,2011,196616485,4892100,144911660,196399809,33313
46,South Dakota,SD,2012,181016376,4319767,142145391,210029593,33540
46,South Dakota,SD,2013,196229662,4430965,153412222,220311302,32945
46,South Dakota,SD,2014,207837626,4798374,160556524,222963649,33659
46,South Dakota,SD,2015,218280386,6177612,169374588,231192966,33938
46,South Dakota,SD,2016,219845861,8213578,167709500,237585346,33674
46,South Dakota,SD,2017,238612300,7042979,186100280,249308916,32295
46,South Dakota,SD,2018,234058232,7491408,181325185,250723466,32899
46,South Dakota,SD,2019,243284466,8453421,190298667,268575664,32816
46,South Dakota,SD,2020,273693662,8453348,209932592,262839364,31962
46,South Dakota,SD,2021,271797232,8443727,209763037,257060248,31957
46,South Dakota,SD,2022,269197314,7968975,214436416,273136238,30645
46,South Dakota,SD,2023,319955552,7699196,262971269,271820386,30736
46,South Dakota,SD,2024,339579953,7937059,277823080,276536909,31182
47,Tennessee,TN,2001,1045546400,31657600,796434300,415345000,159838
47,Tennessee,TN,2002,1071510500,42193600,817012400,475145475,158279
47,Tennessee,TN,2003,1106888100,47207600,841179100,524676100,160535
47,Tennessee,TN,2004,1089739600,44478378,828951222,593378327,161104
47,Tennessee,TN,2005,1328874600,120708400,983572000,569389000,159718
47,Tennessee,TN,2006,1371036300,177024300,959565800,601457400,159746
47,Tennessee,TN,2007,1505273700,236818000,1011046700,594334400,166628
47,Tennessee,TN,2008,1639461400,291311209,1070384791,614742716,167198
47,Tennessee,TN,2009,1663595500,318507819,997673881,648210752,171950
47,Tennessee,TN,2010,1655904400,340665934,891459366,725831090,187864
47,Tennessee,TN,2011,1659586381,356033885,1018902396,825307775,193994
47,Tennessee,TN,2012,1414996174,361351513,798276461,939248900,190710
47,Tennessee,TN,2013,1455168883,366728840,826398643,997406770,188759
47,Tennessee,TN,2014,1587786604,356546465,947116539,1066458036,182285
47,Tennessee,TN,2015,1579203336,356581925,937929911,1101868418,179248
47,Tennessee,TN,2016,1686000477,426374299,968989689,1096647346,183193
47,Tennessee,TN,2017,1813499442,474474300,1036937502,1081306475,182223
47,Tennessee,TN,2018,1905231769,471674300,1114343835,1129031389,182845
47,Tennessee,TN,2019,2036136587,510074301,1196476398,1107447421,184418
47,Tennessee,TN,2020,2197133100,541324300,1312251959,1109264126,184954
47,Tennessee,TN,2021,2332342295,596774299,1375198854,1032090951,178576
47,Tennessee,TN,2022,2296688870,582074301,1341126569,1066870422,173240
47,Tennessee,TN,2023,2803826948,577792300,1815502473,1091478307,175744
47,Tennessee,TN,2024,2810088575,557574300,1801875513,1263249849,179740
48,Texas,TX,2001,4697588163,75199674,3710787652,1914899853,667534
48,Texas,TX,2002,5295546843,119257607,4175312326,2098693705,704310
48,Texas,TX,2003,4988201973,126798222,4048650792,2275462734,766342
48,Texas,TX,2004,5190201119,115512002,4272283834,1844180359,799142
48,Texas,TX,2005,5110262835,133488403,4335232415,2096714563,812696
48,Texas,TX,2006,5700130286,178705432,5102080263,2450413035,820788
48,Texas,TX,2007,5709136834,147944385,5129171978,2819849888,794211
48,Texas,TX,2008,6347752622,165080794,5832879842,3059317207,804918
48,Texas,TX,2009,6107243700,190839675,5673463198,2928593850,861900
48,Texas,TX,2010,6761849616,368740148,5992012765,3358202985,896832
48,Texas,TX,2011,6270811568,351663914,6074930382,3813170718,979943
48,Texas,TX,2012,6474261279,314609335,6076634445,3795933014,1013647
48,Texas,TX,2013,6351228175,309652535,6032004031,4297132872,1019173
48,Texas,TX,2014,6948653093,270237819,6731291720,4396541173,1010936
48,Texas,TX,2015,6849320087,356725476,6439744968,4604766878,1010334
48,Texas,TX,2016,6760512569,531185516,6208636349,6221550698,1020366
48,Texas,TX,2017,7922848937,559331255,7046697064,6525863086,1030211
48,Texas,TX,2018,8621210643,563250717,8224984563,6798974014,1044459
48,Texas,TX,2019,8628398044,542648096,8401552302,6984929888,1049033
48,Texas,TX,2020,9326701359,585562098,8993299550,7287176216,1062059
48,Texas,TX,2021,9381177496,584292098,8945472199,7446388987,1021757
48,Texas,TX,2022,9939581792,639058601,9525310638,7737210746,993823
48,Texas,TX,2023,9882976019,639058597,9795630563,7397908862,1006957
48,Texas,TX,2024,11840596641,718808584,11518081129,7545342056,1044485
49,Utah,UT,2001,554027666,5232671,489916377,179486324,91953
49,Utah,UT,2002,593641100,6824800,522628537,189461595,98654
49,Utah,UT,2003,614007000,6741200,546357900,249524699,108386
49,Utah,UT,2004,614439000,6306100,542281300,277724363,108636
49,Utah,UT,2005,646914100,8146700,571250300,295270299,107703
49,Utah,UT,2006,690228000,7385200,612967900,317842306,104350
49,Utah,UT,2007,718208600,9666900,636683500,332048600,102372
49,Utah,UT,2008,812337500,14074400,722416000,370386529,103320
49,Utah,UT,2009,777757500,14591769,656711731,372251355,107649
49,Utah,UT,2010,745139400,12488800,602383000,464400349,118446
49,Utah,UT,2011,734871622,14761800,615063522,541725864,125073
49,Utah,UT,2012,728922600,11627100,636313837,598688859,126594
49,Utah,UT,2013,748759000,13383000,650577100,619075717,123851
49,Utah,UT,2014,798346200,13634300,691862500,642402471,119692
49,Utah,UT,2015,887761300,16056000,793792712,671912361,120352
49,Utah,UT,2016,933251500,15838926,835487814,716136209,122066
49,Utah,UT,2017,978663600,22118241,868293329,742019725,123075
49,Utah,UT,2018,1029936100,21606200,918959146,778430045,125550
49,Utah,UT,2019,1113971200,27707207,990315889,797237115,128102
49,Utah,UT,2020,1226462000,36174604,1083024032,829709060,127833
49,Utah,UT,2021,1225747903,35667480,1081527395,779457526,129312
49,Utah,UT,2022,1351621301,42738286,1178682015,906476386,128774
49,Utah,UT,2023,1533006700,41213942,1345466458,913823625,129100
49,Utah,UT,2024,1866968800,40226312,1657842588,973753165,133372
50,Vermont,VT,2001,66777192,14537921,40616271,148062996,15914
50,Vermont,VT,2002,71128603,15862670,43028885,154998104,16379
50,Vermont,VT,2003,75125186,16706962,44929224,156773508,16843
50,Vermont,VT,2004,77222258,17686270,45821988,172909364,17429
50,Vermont,VT,2005,78008810,16567815,47612922,188735404,18059
50,Vermont,VT,2006,82067786,18308867,49343518,211953021,18868
50,Vermont,VT,2007,85923033,18041788,52894850,233158680,19381
50,Vermont,VT,2008,90801445,20676573,54617770,252784635,19886
50,Vermont,VT,2009,87189483,19217552,53017919,284133882,20400
50,Vermont,VT,2010,93255052,20380211,57932553,283535268,21795
50,Vermont,VT,2011,94227425,19138458,59650868,295116001,22578
50,Vermont,VT,2012,90109661,20466340,54617027,311476127,21807
50,Vermont,VT,2013,89340755,19619154,54774383,315870080,21279
50,Vermont,VT,2014,92686200,19784813,58047387,313606535,20922
50,Vermont,VT,2015,89559843,19217511,50989404,324222309,20616
50,Vermont,VT,2016,90234391,19997040,50884422,338966632,20429
50,Vermont,VT,2017,90108125,20206454,50548742,352552068,20638
50,Vermont,VT,2018,92532338,19704330,53493332,356101762,20583
50,Vermont,VT,2019,92924297,20168796,53220824,365317927,20458
50,Vermont,VT,2020,111971938,19470699,56204117,363037558,20562
50,Vermont,VT,2021,191045585,19300438,84497038,339679370,19509
50,Vermont,VT,2022,170061290,20247613,70736621,343145730,19633
50,Vermont,VT,2023,154381514,24480870,83321651,358115827,19965
50,Vermont,VT,2024,151841781,26200664,97859906,359885252,19987
51,Virginia,VA,2001,1629776000,118465170,1335482851,671445468,236014
51,Virginia,VA,2002,1681646000,119025170,1384940477,702005680,246637
51,Virginia,VA,2003,1427177000,112560003,1156379535,915458440,254694
51,Virginia,VA,2004,1346281000,122065638,1085195578,1011091871,257534
51,Virginia,VA,2005,1480522000,131469325,1198158085,1170561799,260813
51,Virginia,VA,2006,1594605000,142964581,1290761488,1255004451,265615
51,Virginia,VA,2007,1854731000,163132943,1494111533,1340218673,273039
51,Virginia,VA,2008,1885553314,186808842,1510601614,1486788271,281940
51,Virginia,VA,2009,1899464085,196592080,1533057271,1657951303,294436
51,Virginia,VA,2010,1802021513,205653440,1362595431,1828423523,312598
51,Virginia,VA,2011,1903977834,200114095,1334195275,1898047149,321965
51,Virginia,VA,2012,1624026722,215689723,1230188369,2132097669,325517
51,Virginia,VA,2013,1712075324,230807229,1285491635,2227928709,320481
51,Virginia,VA,2014,1780468378,241146453,1338911071,2187757879,318166
51,Virginia,VA,2015,1809791006,242496453,1366516729,2266186308,314066
51,Virginia,VA,2016,1861817203,251377064,1408719959,2375027143,310368
51,Virginia,VA,2017,2051845077,286400727,1550070050,2415901927,305307
51,Virginia,VA,2018,2013572522,292250727,1501115125,2520397702,303300
51,Virginia,VA,2019,2121187648,311309200,1582929455,2595650993,302019
51,Virginia,VA,2020,2524213585,344511871,1699685972,2624673047,301730
51,Virginia,VA,2021,2494673344,353058663,1869841694,2653988653,298864
51,Virginia,VA,2022,2756910177,429485930,1932890754,2579330723,288995
51,Virginia,VA,2023,3033117888,482235947,2215994192,2608046618,289778
51,Virginia,VA,2024,3421035585,680218508,2402471369,2487034584,296469
53,Washington,WA,2001,1314500000,112244000,1071455000,358705000,204663
53,Washington,WA,2002,1349300000,119617000,1095932000,398739000,213147
53,Washington,WA,2003,1375255000,132998000,1117026000,463228000,220677
53,Washington,WA,2004,1360709000,147357000,1093292000,503369000,220041
53,Washington,WA,2005,1411664000,160597000,1126982000,558471000,213801
53,Washington,WA,2006,1536329000,184659000,1218805000,575283000,213055
53,Washington,WA,2007,1631059000,194084000,1294699000,621774000,214847
53,Washington,WA,2008,1768291000,211601000,1395251000,668292000,221264
53,Washington,WA,2009,1809447000,227724713,1420221009,719705945,236742
53,Washington,WA,2010,1673104000,243282679,1251871993,813477549,254867
53,Washington,WA,2011,1592882000,246368617,1250368186,994744736,261485
53,Washington,WA,2012,1361782000,282656341,991829064,1132833152,253902
53,Washington,WA,2013,1407137000,323841540,991223330,1278143360,248273
53,Washington,WA,2014,1570807000,323474690,1155504857,1333430655,245011
53,Washington,WA,2015,1580750000,335811770,1149909568,1378863784,242221
53,Washington,WA,2016,1770882000,324464917,1350193294,1372283574,240788
53,Washington,WA,2017,1878116000,307422636,1479142713,1317667259,239481
53,Washington,WA,2018,1906810000,323207211,1487809309,1374175981,237289
53,Washington,WA,2019,2037559000,347643191,1585722328,1359918859,235981
53,Washington,WA,2020,2225826000,398776965,1723255554,1414866717,228720
53,Washington,WA,2021,2537098263,505439000,1867790638,1255405542,214902
53,Washington,WA,2022,2413443000,454831000,1844885000,1402551694,207919
53,Washington,WA,2023,2614648320,455739855,2036015000,1442468271,201544
53,Washington,WA,2024,3006610014,499326693,2362053000,1549198094,199389
54,West Virginia,WV,2001,409438327,19080486,268315948,162498647,62902
54,West Virginia,WV,2002,437204731,20084116,292465890,186620264,64799
54,West Virginia,WV,2003,434393834,24978116,288624299,199790396,67374
54,West Virginia,WV,2004,405472640,45058653,241054634,216386529,69466
54,West Virginia,WV,2005,426408695,55411889,257362450,247028296,70786
54,West Virginia,WV,2006,416660839,63768936,240073308,270792052,71717
54,West Virginia,WV,2007,455444801,72021532,265989393,286258678,72679
54,West Virginia,WV,2008,566498528,75548499,365592584,313017403,73525
54,West Virginia,WV,2009,518293576,84362775,300164185,344118461,74864
54,West Virginia,WV,2010,523261053,90932211,266278932,369616346,78798
54,West Virginia,WV,2011,535119010,89354616,279220386,398534349,81116
54,West Virginia,WV,2012,545167484,92897557,312522192,423652813,80193
54,West Virginia,WV,2013,550588678,93132074,313611120,417870667,78458
54,West Virginia,WV,2014,516276320,92360908,283138195,473975761,76202
54,West Virginia,WV,2015,509752932,91317856,270578181,474327137,72765
54,West Virginia,WV,2016,486264899,89545449,245572770,495363101,71026
54,West Virginia,WV,2017,484109151,92428224,242086686,496512085,69938
54,West Virginia,WV,2018,471410031,91628786,235301547,509963321,68746
54,West Virginia,WV,2019,491888995,89585105,251426339,485154263,66577
54,West Virginia,WV,2020,532421193,89792510,287875344,475635697,65445
54,West Virginia,WV,2021,528096960,88541337,296566352,455616665,62038
54,West Virginia,WV,2022,562358058,88253180,299902214,467595163,58865
54,West Virginia,WV,2023,555216054,88300630,309331509,451953298,57662
54,West Virginia,WV,2024,574047605,96760999,306895355,455671879,58308
55,Wisconsin,WI,2001,1170100000,69965900,1318031057,476537300,196523
55,Wisconsin,WI,2002,1194900000,73220400,1365025480,520446519,204123
55,Wisconsin,WI,2003,1211788000,76564875,1398714056,571884609,209599
55,Wisconsin,WI,2004,1124646475,84540249,1337938950,629757345,212880
55,Wisconsin,WI,2005,1121729480,90969831,1351537602,723254719,212752
55,Wisconsin,WI,2006,1111470921,106954907,1337439573,784367472,214065
55,Wisconsin,WI,2007,1170359461,107848117,1414084112,838083635,215098
55,Wisconsin,WI,2008,1242536879,126963115,1486757384,852504481,219006
55,Wisconsin,WI,2009,1292041167,128041012,1555371744,884668069,224113
55,Wisconsin,WI,2010,1247696524,107460359,1558188628,1004222753,237403
55,Wisconsin,WI,2011,1330088284,138936396,1606969772,1054881991,240625
55,Wisconsin,WI,2012,1107423602,140598966,1387974652,1156408923,233284
55,Wisconsin,WI,2013,1163226571,147128956,1432751460,1216018562,229463
55,Wisconsin,WI,2014,1114018800,149608077,1381315446,1257366916,223777
55,Wisconsin,WI,2015,1601240683,148412960,1468023720,1255218834,219490
55,Wisconsin,WI,2016,1471162500,145531976,1364178743,1289063320,217856
55,Wisconsin,WI,2017,1473947300,147436376,1382789127,1318006579,213143
55,Wisconsin,WI,2018,1509157200,146633357,1435382576,1335301970,211610
55,Wisconsin,WI,2019,1573280133,149526821,1496215885,1356972814,209654
55,Wisconsin,WI,2020,1587273503,146441290,1512205689,1374000343,206545
55,Wisconsin,WI,2021,1707697163,144668659,1564194633,1397219763,198362
55,Wisconsin,WI,2022,1765989519,137507517,1633702540,1399220773,194947
55,Wisconsin,WI,2023,1761822564,141700404,1670669822,1461326607,195141
55,Wisconsin,WI,2024,1876991767,144369954,1760685855,1553153855,199417
56,Wyoming,WY,2001,150332680,11864013,137980441,41378670,20198
56,Wyoming,WY,2002,163429717,10630860,152971463,44321052,20874
56,Wyoming,WY,2003,193065410,9275762,184128738,48893389,21774
56,Wyoming,WY,2004,200615570,9998366,190759688,45832464,22225
56,Wyoming,WY,2005,217638250,10598475,210405045,48868911,22426
56,Wyoming,WY,2006,251244326,10969140,235804619,51191670,22483
56,Wyoming,WY,2007,276929650,11898195,274719108,50851261,22569
56,Wyoming,WY,2008,290507515,17980913,279848371,52250946,23054
56,Wyoming,WY,2009,327329344,22703953,300546540,43525758,23628
56,Wyoming,WY,2010,307863715,25949256,272312045,43630907,25587
56,Wyoming,WY,2011,384795426,25478419,302032479,47813616,26392
56,Wyoming,WY,2012,337988717,26149104,296763080,54335426,26174
56,Wyoming,WY,2013,383533411,26366047,343643288,58504472,25669
56,Wyoming,WY,2014,352669707,26093309,312205418,60354917,24986
56,Wyoming,WY,2015,376989173,26658436,335248242,63795835,24042
56,Wyoming,WY,2016,419149337,28683012,378169364,59434380,23812
56,Wyoming,WY,2017,382164128,28287388,338647443,63351845,23300
56,Wyoming,WY,2018,373759707,28736742,328255493,75379286,22699
56,Wyoming,WY,2019,399063271,28586995,357925306,79445480,22194
56,Wyoming,WY,2020,383599482,27298876,353925230,74193703,21653
56,Wyoming,WY,2021,505037144,34107081,349241467,62879908,20947
56,Wyoming,WY,2022,345253162,33550700,308283306,72940890,20991
56,Wyoming,WY,2023,362375229,26855644,327300649,85159684,20867
56,Wyoming,WY,2024,406021325,29483442,369612542,82101641,20487
